mean_Log_energy,mean_MFCC_0th_coef,mean_MFCC_1st_coef,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_4th_coef,mean_MFCC_5th_coef,mean_MFCC_6th_coef,mean_MFCC_7th_coef,mean_MFCC_8th_coef,mean_MFCC_9th_coef,mean_MFCC_10th_coef,mean_MFCC_11th_coef,mean_MFCC_12th_coef,mean_delta_log_energy,mean_0th_delta,mean_1st_delta,mean_2nd_delta,mean_3rd_delta,mean_4th_delta,mean_5th_delta,mean_6th_delta,mean_7th_delta,mean_8th_delta,mean_9th_delta,mean_10th_delta,mean_11th_delta,mean_12th_delta,mean_delta_delta_log_energy,mean_delta_delta_0th,mean_1st_delta_delta,mean_2nd_delta_delta,mean_3rd_delta_delta,mean_4th_delta_delta,mean_5th_delta_delta,mean_6th_delta_delta,mean_7th_delta_delta,mean_8th_delta_delta,mean_9th_delta_delta,mean_10th_delta_delta,mean_11th_delta_delta,mean_12th_delta_delta,std_Log_energy,std_MFCC_0th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_3rd_coef,std_MFCC_4th_coef,std_MFCC_5th_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_9th_coef,std_MFCC_10th_coef,std_MFCC_11th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_0th_delta,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_12th_delta,std_delta_delta_log_energy,std_delta_delta_0th,std_1st_delta_delta,std_2nd_delta_delta,std_3rd_delta_delta,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta,class
10.4146,14.6481,7.3468,1.5745,-1.9273,-0.87165,-0.69309,-2.9412,0.48837,0.63917,0.13191,-0.61068,-0.63111,0.2093,-0.0023126,-0.013964,0.0067495,-0.0010368,-0.0010704,0.0031559,-0.0030056,0.0022566,0.0021931,-0.0026429,0.00028112,-0.002816,0.0016924,-0.0020699,-5.91E-5,-0.00065278,0.00071267,9.09E-5,-0.00013549,8.72E-5,8.22E-5,-0.00035834,0.00049764,-0.00028178,-3.09E-5,-0.00012296,-8.92E-5,0.00031464,0.1243,0.88331,0.72724,0.28534,0.38971,0.2353,0.45664,0.67171,0.41243,0.21114,0.19048,0.16667,0.18935,0.2021,0.019036,0.087476,0.073731,0.026692,0.041104,0.031657,0.044744,0.055136,0.040694,0.030211,0.029114,0.024774,0.018788,0.026025,0.007269,0.044856,0.038304,0.011902,0.022378,0.014397,0.022822,0.029109,0.021605,0.014224,0.012487,0.012305,0.0093802,0.012195,1
10.3425,13.8389,7.5296,1.901,-2.2316,-0.97632,-1.2009,-2.5705,0.40238,0.64712,0.32804,-0.96666,-0.43388,-0.025328,-0.002375,-0.0060294,0.0062757,-0.00015224,-0.0064468,-0.0017681,0.0026913,0.0022074,0.00070234,-0.001214,-0.0011664,0.00036128,-0.0017478,0.00051969,-5.84E-5,-0.00026074,0.00010401,0.00043562,-0.00041858,-0.00033468,0.00046112,-0.00024487,0.00018827,1.29E-5,0.0001035,3.08E-5,-0.00050218,0.00041824,0.17309,0.88054,0.7007,0.26926,0.48043,0.28476,0.31422,0.51599,0.32776,0.15573,0.19541,0.19769,0.20756,0.17184,0.031551,0.095777,0.072458,0.038319,0.055716,0.038038,0.042742,0.050082,0.042897,0.023099,0.02752,0.025801,0.027627,0.0215,0.0096338,0.04899,0.039195,0.016163,0.028583,0.018551,0.019478,0.028307,0.020164,0.0099602,0.012854,0.0122,0.01175,0.010041,1
10.247,14.4383,7.7602,2.4463,-2.2243,-0.88793,-0.79627,-2.575,0.6695,0.64991,0.25818,-0.76626,-0.5661,0.40403,-0.0015127,-0.0014633,-0.0015399,0.00018273,-0.0025857,0.0027569,-0.00038854,0.0028578,-0.001424,-0.0020613,0.0014512,-0.0034387,0.0055886,-0.002386,6.72E-5,-0.00099243,0.00076272,0.00036839,-0.00042547,0.00016885,0.00014443,-0.00029283,0.00026338,4.40E-5,8.91E-5,-0.00047351,0.00051377,-0.00039765,0.091996,0.71374,0.55908,0.312,0.44472,0.25679,0.3871,0.53908,0.30544,0.23207,0.2059,0.2193,0.42485,0.24708,0.0105,0.080587,0.063165,0.036351,0.057285,0.030849,0.039285,0.052563,0.036506,0.025625,0.027192,0.021508,0.028298,0.021349,0.0038336,0.045248,0.036621,0.014273,0.031416,0.016647,0.018093,0.028532,0.020847,0.011583,0.011943,0.010294,0.01237,0.010005,1
9.4373,12.3915,6.6093,2.7214,2.2601,-1.7348,-1.201,-1.9173,-1.0872,0.1646,1.1885,-1.5386,0.39711,0.0093192,0.00097616,-0.0055045,0.0022533,0.0056758,0.0034856,0.0034658,-7.44E-5,0.0027924,-0.00054586,-0.0025943,-0.00093613,0.00027182,0.0027554,0.00085342,0.00010159,0.0010219,-0.00068629,0.00032544,-5.38E-5,0.00078895,-0.00010401,0.00023874,-0.00090523,0.00082577,-0.00039229,0.00043049,-0.00031289,0.00026859,0.31153,0.87598,0.62347,0.44792,0.46821,0.48174,0.62602,0.42029,0.30837,0.31747,0.44212,0.5211,0.36513,0.24207,0.047842,0.1109,0.074774,0.060361,0.066288,0.064937,0.069699,0.052268,0.049788,0.049439,0.054529,0.055086,0.044241,0.039016,0.015785,0.049356,0.038082,0.029028,0.031865,0.03367,0.032263,0.027202,0.023283,0.022388,0.027017,0.028349,0.023536,0.019368,1
9.6935,11.4162,6.9983,4.0278,1.7785,-1.3605,-1.2292,-1.9793,-0.6623,-0.2985,1.2429,-1.5392,0.59941,-0.034656,-0.002975,-0.010427,0.0051487,0.00041674,0.0013665,-0.0079013,-0.0023539,-0.00048868,0.003893,0.00037877,0.0026046,-0.0033655,-0.002312,-0.00081908,2.88E-5,-0.00013646,-1.94E-5,0.00016618,0.00016856,0.00075093,-0.00032705,0.00012225,0.00010857,-0.00017072,-0.00052644,6.73E-5,0.00052685,0.00015777,0.24905,0.9672,0.6563,0.40182,0.37934,0.5194,0.46675,0.43664,0.40913,0.43565,0.39358,0.49302,0.33905,0.29564,0.039867,0.10949,0.067416,0.061083,0.050503,0.0589,0.05547,0.054786,0.041139,0.045413,0.045129,0.051455,0.041187,0.043801,0.014926,0.05255,0.038191,0.025431,0.026778,0.029736,0.02494,0.026638,0.021614,0.018355,0.024054,0.027939,0.020946,0.021334,1
8.8853,8.9481,8.4453,2.4045,1.752,-0.88529,-1.1305,-2.1184,-0.71729,0.42485,0.88306,-1.4118,0.31939,0.56656,-0.0053481,0.0050818,-0.0082047,-0.00098194,-0.0055996,0.0059898,0.00086957,0.00036219,0.00069714,0.0030643,-0.00032528,0.0023517,-0.00050778,-0.00014345,0.00015987,0.00033001,2.85E-5,-4.23E-5,0.00052784,-0.00039535,0.00022667,0.00014444,3.32E-5,-0.00033158,-0.00066748,0.00032576,-0.00018541,5.21E-5,0.30076,1.1594,0.86076,0.59198,0.58332,0.57383,0.46602,0.42662,0.34435,0.40548,0.39218,0.45273,0.30538,0.25763,0.039774,0.14539,0.11448,0.070081,0.06889,0.06796,0.059302,0.056997,0.049248,0.056726,0.058637,0.062745,0.044875,0.045049,0.01381,0.073524,0.060383,0.039787,0.036211,0.035708,0.0292,0.029648,0.024607,0.027693,0.0289,0.032571,0.024258,0.021462,1
10.0461,13.7189,8.0181,0.30319,-1.3615,-0.61976,-2.0292,-2.6996,0.39533,2.5332,0.077616,-0.32827,0.3439,-0.8123,-0.0015536,-0.0019716,-0.0011667,0.00019969,0.0027118,0.00074978,0.0036754,0.00079965,-0.0037046,-0.0030476,-0.00060306,0.00044697,0.0039118,-0.0014889,-0.00024808,-0.0012689,0.00027841,0.00060045,-0.00018582,8.07E-5,0.00053542,-8.13E-5,-0.00036172,-0.00012971,-0.00037109,-0.00018097,0.00055685,0.00016794,0.16929,0.94174,0.82904,0.24436,0.26421,0.26675,0.26366,0.30431,0.15962,0.37643,0.31339,0.18757,0.34147,0.32832,0.034265,0.18157,0.15238,0.041911,0.045151,0.030931,0.042564,0.058528,0.024626,0.069551,0.058299,0.030089,0.065111,0.059561,0.014936,0.077005,0.063194,0.018481,0.020231,0.013819,0.018397,0.024025,0.011001,0.028056,0.025514,0.013301,0.026071,0.025365,1
10.3406,14.2438,8.5257,0.50061,-1.5826,-0.24834,-1.8785,-2.4339,0.081614,2.1793,0.36664,-0.37182,0.38618,-0.59547,0.00077453,-0.0032793,0.0076005,-0.00085305,-0.002725,-0.00010425,0.0044652,-0.00015804,-0.00080175,-0.00025543,-0.00043627,-0.00080469,0.0024361,-0.0015152,0.00021148,0.00085671,-0.00052861,0.00042158,0.00028834,-0.00070583,0.00016619,0.00018583,0.00019112,5.20E-5,0.00020765,-2.01E-5,-0.00034028,0.00040754,0.16127,0.9167,0.80753,0.28125,0.33303,0.44674,0.31006,0.27241,0.21356,0.34638,0.23491,0.23946,0.30073,0.30367,0.035577,0.15793,0.1339,0.039212,0.0477,0.064954,0.057509,0.048443,0.026127,0.048286,0.041318,0.034773,0.054653,0.042245,0.014031,0.072941,0.063501,0.016958,0.022475,0.024796,0.021989,0.023104,0.013502,0.022303,0.017831,0.015184,0.023457,0.017381,1
9.9614,13.6845,7.9985,0.44879,-1.1771,-0.052006,-1.8269,-2.7922,0.24318,2.0944,0.064271,0.068918,0.33009,-0.58757,-0.0038505,-0.015273,0.0029598,0.0042659,0.0031437,0.0019416,0.0022994,-0.0019387,-0.00020715,0.0013276,-0.003104,0.0026345,0.0020989,-0.00017315,-0.00023182,0.00088528,-0.00098544,0.00025429,0.00059549,-0.00015412,4.05E-5,0.00065399,-6.32E-5,-0.00059129,0.00021819,-0.00021864,-0.00028394,0.00049514,0.3008,1.1884,0.84527,0.33416,0.31055,0.32268,0.25536,0.38215,0.18385,0.33214,0.34695,0.18982,0.26379,0.27392,0.043281,0.20612,0.16893,0.037445,0.048106,0.058624,0.040211,0.076215,0.029793,0.062095,0.058392,0.025627,0.044347,0.05004,0.018506,0.08501,0.068175,0.015807,0.021153,0.025631,0.018229,0.033468,0.01345,0.025197,0.025589,0.011236,0.020089,0.020228,1
10.3628,15.0572,7.164,2.8367,-1.1519,0.28374,0.070635,-2.1972,0.32589,1.1686,-0.46625,-1.0499,-0.12493,0.48804,-0.0019036,-0.0072636,-0.0046215,0.0040536,0.0038816,-0.00086221,0.00093469,0.0022361,0.00072918,0.00011673,0.0020639,0.0017125,-0.0019162,0.00044675,-0.00014804,0.0006734,0.00029891,-0.00057789,-0.00055525,8.88E-5,-0.00010289,0.00029734,8.94E-6,0.00028617,0.00013589,-0.00019654,-1.90E-6,-0.00045177,0.11745,0.68049,0.27293,0.33382,0.30916,0.2676,0.29789,0.34472,0.25285,0.16393,0.21549,0.22316,0.25016,0.21485,0.011932,0.057071,0.042959,0.035407,0.042738,0.029383,0.039659,0.035681,0.026864,0.022952,0.032269,0.026196,0.03119,0.029232,0.0051145,0.027853,0.020111,0.017463,0.020238,0.015644,0.019964,0.0167,0.014294,0.011404,0.015322,0.012175,0.015864,0.014047,1
10.4561,14.4531,7.9823,2.508,-1.2285,-0.065636,-0.22117,-2.2573,-0.063262,1.3137,-0.27225,-0.36488,0.5222,-0.025131,-0.002567,-0.003871,-0.0034194,-0.0010914,-0.00072415,0.00014172,0.0039023,0.0028192,-0.003244,-0.0017669,-0.0003931,0.0028712,0.00046084,0.0016511,2.12E-5,0.00029492,-0.0001409,6.44E-5,0.00030957,0.00027305,0.00019201,-0.00045833,-0.00015308,0.00020118,0.000487,-0.00026542,-0.00017952,0.00048693,0.11799,0.37249,0.32642,0.30849,0.26811,0.25689,0.30423,0.2671,0.29844,0.28015,0.24753,0.33378,0.32183,0.24181,0.013211,0.04613,0.041805,0.037263,0.045249,0.035262,0.034967,0.039244,0.03693,0.046765,0.029119,0.039944,0.039232,0.029463,0.0061482,0.018795,0.018791,0.017481,0.02125,0.018318,0.01745,0.017291,0.017194,0.019943,0.014855,0.017952,0.016464,0.013722,1
10.5236,14.7331,6.9763,3.5551,-0.70392,-0.065277,-0.21274,-1.4993,0.4156,0.74676,-0.017954,0.27021,0.098239,0.14429,0.00027876,0.0004025,-0.004392,-0.00019913,0.0014777,-0.0018103,6.97E-5,0.0031718,0.0020975,0.00056172,-0.0023276,-0.0011428,0.0018131,0.0042323,-0.00010086,-9.36E-5,0.00028499,-0.00014081,-0.00041175,-0.00021417,0.00017755,1.28E-6,-0.00047237,-8.96E-5,0.00041399,4.76E-5,-0.00023136,-0.00041683,0.15778,0.63366,0.35809,0.34948,0.36812,0.26236,0.26204,0.35038,0.28439,0.24721,0.25077,0.24245,0.3045,0.28939,0.030221,0.074278,0.045045,0.036926,0.04641,0.040361,0.037415,0.044275,0.034419,0.031093,0.039208,0.038134,0.039869,0.032959,0.010297,0.039885,0.026961,0.019023,0.024063,0.016934,0.020428,0.023422,0.018259,0.015992,0.01913,0.017857,0.015397,0.013018,1
9.7695,13.8097,4.6321,4.0634,4.4156,-2.3772,0.40751,-1.6402,0.71832,-1.1692,0.796,0.59403,-0.71457,-1.2593,-0.0079051,-0.016767,-0.0068,0.0049797,-0.0021216,0.0061638,0.0013019,-0.0024474,-0.0014191,-0.002827,-0.00014082,0.00091452,-0.00078595,0.0029959,-0.0002168,-0.0011529,0.00077419,-0.0009622,0.0012277,-0.0004442,0.0005239,-0.00063333,0.00021403,-0.00041526,0.00041296,-0.00010331,7.40E-5,-0.00095464,0.56229,1.1536,0.67528,0.52276,0.66119,0.64343,0.45968,0.46254,0.42646,0.50385,0.37085,0.32913,0.28974,0.37937,0.032875,0.096589,0.067247,0.075133,0.084903,0.083109,0.060998,0.053688,0.066181,0.064578,0.052247,0.049986,0.04362,0.055118,0.011013,0.050144,0.037193,0.03738,0.044801,0.042774,0.030642,0.025836,0.031626,0.033538,0.02767,0.022717,0.021509,0.026222,1
9.776,13.6133,4.1302,4.6675,4.0431,-1.9649,1.1273,-2.4408,0.90258,-1.1286,0.46403,0.67281,-0.45233,-1.1962,-0.0019041,-0.013578,0.0019424,-0.0010916,0.0064767,-0.0027742,0.010942,0.00032587,0.0010558,0.0050806,-0.0028548,0.00067062,0.0044264,-0.0050472,-5.37E-5,0.00026402,-0.001146,0.00058871,2.34E-5,0.00098502,-0.00050593,0.00059971,-0.00073107,-0.00021371,-0.00060222,0.00062865,-0.00015405,3.23E-6,0.36545,1.1468,0.55056,0.42197,0.57034,0.50035,0.70797,0.40785,0.505,0.47093,0.43783,0.29629,0.29356,0.41863,0.054518,0.10731,0.058055,0.062874,0.077681,0.078307,0.064751,0.066791,0.067452,0.055508,0.066129,0.044777,0.041497,0.051012,0.020561,0.041516,0.024336,0.027999,0.032626,0.033934,0.028212,0.031951,0.030583,0.025463,0.028375,0.021373,0.017875,0.027104,1
9.4069,13.3115,4.5348,3.9422,4.1466,-2.2647,0.70153,-1.9996,0.74277,-1.1279,1.2959,0.32666,-0.37669,-1.3804,-0.01316,-0.035195,-0.00072172,-0.0041963,-0.00028445,0.0027138,0.008112,-0.0060086,0.0045495,-0.0023546,0.0037277,0.0013918,-0.0028683,0.0034619,0.0004891,0.00061946,0.00039838,7.32E-5,-0.00017977,0.00086131,-0.00023248,-2.41E-5,-0.000229,0.0003883,-0.00024726,0.00019614,-0.00027454,0.0005253,0.55403,1.4918,0.53374,0.51385,0.62314,0.57833,0.66107,0.54401,0.64709,0.53039,0.4832,0.31753,0.31938,0.41875,0.046748,0.10765,0.074835,0.069434,0.071637,0.077962,0.079559,0.064948,0.072602,0.062627,0.071424,0.03911,0.04499,0.066749,0.015441,0.044758,0.035583,0.035908,0.036229,0.041045,0.036441,0.030647,0.03081,0.031643,0.031512,0.022352,0.023119,0.03252,1
9.7039,9.4761,9.8778,2.46,-0.99139,0.89586,0.74152,-0.61446,-0.63249,0.44887,-0.19402,-1.219,-0.67262,0.53077,-0.0083572,-0.035063,0.021594,-0.0038576,-0.014184,0.0036959,0.0041901,-0.0064823,-0.0081811,0.00011989,0.0020664,-0.00013016,0.00078955,0.0011929,8.69E-5,0.0017697,-0.0016282,0.00043956,0.00099711,-0.00011635,-0.00062762,0.00017519,0.0002512,-0.00048208,-0.001035,-0.00077814,-0.00049936,-9.70E-5,0.61442,2.0697,1.756,0.38553,0.85475,0.48943,0.46398,0.63856,0.56343,0.36296,0.26208,0.32633,0.22432,0.3285,0.068836,0.21997,0.19991,0.065164,0.09526,0.073386,0.067018,0.057197,0.050139,0.048064,0.038637,0.046226,0.027953,0.042488,0.026226,0.11752,0.10443,0.030931,0.048525,0.033128,0.032252,0.026981,0.022188,0.024065,0.019127,0.022001,0.013893,0.021554,1
9.8284,7.7368,10.8203,3.0492,-0.87766,0.85818,0.7007,-0.6818,-0.85959,0.15874,-0.31494,-1.1749,-0.68424,0.56442,-0.0053943,-0.011614,0.0020621,-0.00061084,-0.0011319,-0.0017928,-0.0028621,-0.0037185,-0.0019231,0.00040306,0.0013495,0.0020245,0.0016967,-0.00022486,0.00029892,0.0025418,-0.0024408,0.00040312,0.001303,-0.00022563,-0.00023852,-1.86E-5,-0.0003838,-0.00056941,9.91E-5,0.00045999,-0.00027864,-0.00043298,0.43451,2.107,1.7442,0.36924,0.86696,0.41254,0.46211,0.40645,0.40634,0.3043,0.27941,0.36941,0.26682,0.27672,0.051995,0.34783,0.30234,0.074457,0.15468,0.066584,0.081558,0.068753,0.077641,0.040072,0.042111,0.051727,0.039792,0.04526,0.015731,0.16625,0.14773,0.032001,0.07084,0.030206,0.037147,0.029341,0.030904,0.02078,0.018458,0.02423,0.018278,0.02369,1
9.4428,8.936,10.2678,2.2298,-1.5311,0.049915,-0.14083,-1.2956,-1.1554,-0.060307,-0.49951,-1.1243,-0.29406,0.93565,-0.013609,-0.025499,0.0014688,-0.0070791,-0.0090689,0.0011629,0.0057978,0.0013687,-0.0031379,-0.002585,-0.00099085,-0.0010613,-0.001568,-0.0016514,-7.46E-5,0.0030322,-0.0025494,-0.0003835,0.001182,0.000239,-0.00021544,7.48E-5,-5.12E-5,-1.90E-5,0.00044995,0.0005721,2.55E-6,-0.00032564,0.47946,2.3975,2.0359,0.49446,0.84945,0.56273,0.56378,0.41956,0.38059,0.3869,0.27175,0.36538,0.2996,0.27786,0.038727,0.2974,0.27118,0.062363,0.12218,0.079751,0.077306,0.058713,0.047143,0.062549,0.04523,0.052387,0.042875,0.046693,0.013344,0.154,0.1384,0.028889,0.059221,0.034555,0.033802,0.025162,0.021134,0.026823,0.019788,0.0232,0.018875,0.021463,1
8.4655,14.3165,5.0248,0.42193,0.96368,-3.7595,1.3102,-1.3208,2.142,0.59837,0.26548,-0.58459,0.9754,-0.64598,0.0014415,-0.0038053,-5.20E-5,0.0036866,-0.0051444,0.0014826,-0.0023609,0.003879,-0.0011395,0.0041246,-0.00083053,0.0025215,-0.0018748,0.0011886,-0.00026498,-0.00034058,4.98E-5,0.00024096,-0.00039036,0.00093997,5.75E-5,0.00025795,-8.49E-5,-1.96E-5,-0.0001769,-7.88E-5,-0.00034206,-0.00034232,0.41769,0.88821,0.62292,0.63264,0.53005,0.61797,0.51691,0.51479,0.44947,0.48949,0.4083,0.41227,0.33906,0.27394,0.065246,0.10521,0.076381,0.087399,0.080614,0.079144,0.078351,0.071664,0.07215,0.077187,0.05546,0.062264,0.056272,0.04201,0.026755,0.046079,0.041111,0.042161,0.043173,0.043902,0.041807,0.038761,0.036084,0.034915,0.029698,0.031526,0.028097,0.02153,1
8.7723,17.2665,3.0307,1.1199,0.21481,-4.0567,1.7922,-1.5028,1.9702,0.96409,0.83998,-1.1361,0.82421,-0.76063,0.0013329,1.91E-5,-0.0012638,-0.0061803,-0.0011229,-0.0017788,-0.00016563,-0.0017808,0.0026875,0.0039018,0.00078525,-0.0016365,0.0024369,3.30E-5,0.00014152,0.00097977,-0.0011214,0.00063956,-0.00067054,0.00014146,-0.00089969,-4.03E-5,-0.00064043,0.0011271,-0.0010394,0.00016336,-0.00071394,0.00035756,0.2609,0.57069,0.48992,0.49091,0.39314,0.4531,0.45572,0.39373,0.41861,0.39365,0.38599,0.3935,0.34095,0.40762,0.047975,0.09069,0.061314,0.051626,0.060353,0.063075,0.074986,0.044772,0.056467,0.058031,0.053434,0.056672,0.049734,0.067375,0.023686,0.042337,0.030722,0.026842,0.028041,0.031379,0.03693,0.023682,0.031097,0.025801,0.02614,0.027692,0.026258,0.028249,1
9.073,15.9829,4.2562,1.1062,0.35585,-3.7256,1.6182,-1.4697,2.1193,0.79861,0.82498,-0.986,1.0928,-0.50153,-0.00022678,0.00058637,-0.0037322,0.0025349,-0.001017,-0.0033244,0.0025613,-0.0010639,0.0020921,0.00015877,0.00024416,0.00013488,0.00062548,0.0028244,-0.00023823,0.00025733,-0.0004101,-7.97E-5,0.00035802,-0.0003917,0.00035271,0.00019655,-0.00017119,7.83E-6,-0.00026213,-7.88E-5,-0.00011141,0.00017706,0.25905,0.72274,0.53502,0.52392,0.5297,0.56146,0.45276,0.44907,0.42646,0.46611,0.36751,0.37913,0.34066,0.27313,0.039684,0.078329,0.064469,0.06908,0.069449,0.074747,0.053318,0.061597,0.055239,0.058203,0.05032,0.054352,0.051806,0.041566,0.016826,0.036696,0.034496,0.036562,0.034821,0.038017,0.029109,0.033289,0.03063,0.027569,0.02768,0.027767,0.025568,0.020882,1
9.2145,14.2179,6.2054,2.3982,-1.062,-0.61042,-0.35516,-0.5834,1.2177,0.18154,-0.77052,-0.77775,-0.29131,-0.20089,-0.011035,-0.014186,-0.0036879,-0.00049396,-0.0057381,0.0026803,0.0065557,0.0016441,0.0021133,0.0035416,0.0024175,5.50E-5,0.0034836,0.0076871,-0.0005554,0.00012717,-0.00074103,-0.00071689,-0.00016844,0.00011717,-5.04E-5,9.22E-5,5.32E-5,-7.39E-5,-0.00021322,0.00024164,0.00040782,0.0005141,0.53019,0.89931,0.38982,0.42302,0.25582,0.38676,0.45684,0.308,0.32132,0.29008,0.26876,0.29833,0.30391,0.39897,0.054726,0.079162,0.05432,0.054284,0.042404,0.038193,0.045071,0.048138,0.042508,0.04394,0.037795,0.038504,0.039808,0.034428,0.021012,0.030771,0.021056,0.024052,0.019469,0.018531,0.020257,0.019914,0.018404,0.02039,0.018268,0.020398,0.019522,0.017538,1
9.4069,13.4811,7.4216,2.1255,-1.8303,-1.1055,-0.65526,-1.0148,0.98841,0.2201,-0.32304,-0.8313,-0.60168,-0.33348,-0.0087392,-0.017323,-0.0073019,0.0054012,-0.0013529,0.0020374,0.0013709,0.0010237,0.0016671,0.0046142,0.0040441,0.00026097,-0.0048649,0.00054305,0.00027492,0.00064604,-0.00052644,0.00028921,0.00032268,-0.00061827,-0.00045376,0.00059903,-0.00041753,0.00030328,0.0005762,0.00042442,-0.00019517,-0.00023935,0.49981,0.97643,0.67363,0.60872,0.32861,0.38352,0.29908,0.37506,0.36004,0.34204,0.31901,0.24055,0.36495,0.18512,0.044827,0.11856,0.068758,0.079183,0.050685,0.043501,0.044003,0.060632,0.059185,0.042201,0.048145,0.046386,0.049089,0.027663,0.019816,0.053337,0.032947,0.038118,0.023729,0.020433,0.021908,0.026642,0.026116,0.018463,0.021433,0.021617,0.023804,0.014193,1
9.595,14.1285,6.436,2.8281,-1.1109,-0.13832,-0.72134,-0.80362,1.0868,-0.054131,-0.67079,-0.7831,-0.69562,-0.53311,-0.0089582,-0.010775,-0.012344,0.0055933,0.0012969,0.0033801,0.0074046,0.0019218,-0.00068876,0.0035558,0.0058907,0.0022196,0.004365,0.0032796,-0.00010635,-0.00051608,3.94E-6,5.74E-5,7.69E-5,0.00037458,-0.00045232,0.00039736,-0.00023714,-5.57E-5,0.00021977,-0.00014846,0.00027771,-0.00031149,0.54691,0.9312,0.89356,0.84279,0.46479,0.46597,0.51565,0.28234,0.287,0.36181,0.35616,0.30439,0.28374,0.22068,0.072552,0.085182,0.064658,0.077642,0.062888,0.053484,0.047266,0.041413,0.049079,0.057469,0.049644,0.040756,0.036632,0.040049,0.029489,0.037734,0.027266,0.032411,0.027481,0.024748,0.019566,0.022371,0.024288,0.024639,0.021527,0.020094,0.016529,0.019467,1
10.4348,15.6698,7.3931,1.8072,1.0896,-0.67834,-1.1568,0.7388,0.47512,-1.5889,0.16076,0.26062,-0.68913,-0.24186,-0.0019525,-0.0062409,-0.0026544,0.0025497,0.0033889,0.00028433,-0.0020963,-0.001291,0.0030896,0.0004577,-0.0029031,0.0004806,0.0029716,-0.0014307,7.54E-5,-0.00088142,0.0011342,-0.00027598,-5.02E-5,-0.00024826,-0.00033537,0.00032504,0.00082559,-0.00067026,6.74E-5,0.00012635,-1.65E-5,-5.20E-5,0.12244,0.55067,0.42127,0.25396,0.32461,0.23399,0.26096,0.21146,0.30866,0.28293,0.23497,0.16613,0.15437,0.18128,0.0089412,0.055807,0.051142,0.033052,0.036458,0.035331,0.033098,0.035951,0.046645,0.034418,0.034779,0.020535,0.025782,0.020036,0.003611,0.030642,0.027892,0.015413,0.016691,0.015717,0.015196,0.016448,0.019257,0.020029,0.017379,0.011455,0.011753,0.010833,1
10.2553,16.9228,6.7289,0.97676,0.76748,-0.69251,-1.5664,-0.35026,0.21899,-1.6035,0.28266,0.32401,-0.88525,-0.63967,-0.0024305,-0.0054941,0.0021341,-0.0034028,-0.0026935,1.87E-5,-0.0017469,0.0031183,-0.00031914,-0.00071989,0.0020673,-0.0018964,-0.0038163,-0.00044288,-3.39E-6,0.00051871,-7.10E-5,-0.00010701,-0.0011202,0.00014391,0.00023327,-5.31E-5,-0.00030403,-5.25E-5,0.00036966,-0.00023847,-7.97E-5,7.81E-5,0.14051,0.34353,0.26825,0.26072,0.26274,0.18902,0.32433,0.32331,0.26472,0.2119,0.20726,0.23283,0.21631,0.17967,0.021818,0.03783,0.039072,0.041545,0.036398,0.028331,0.031077,0.03039,0.033772,0.029874,0.027057,0.027398,0.019621,0.025321,0.0083864,0.019928,0.018656,0.017119,0.01689,0.01441,0.014444,0.013952,0.01588,0.015429,0.013653,0.012645,0.010435,0.011881,1
10.0625,16.2381,6.754,0.86663,0.75251,-0.99242,-1.734,-0.023605,0.045281,-1.463,0.20374,0.23725,-1.2238,-0.70863,-0.0013089,-0.0052506,0.00097963,0.0047093,0.002225,-0.0031212,-0.0057919,0.0047928,0.0044833,0.0020094,0.0025814,-0.0014942,-0.0032476,-0.0016262,-4.39E-5,0.00010631,-2.94E-5,-0.00026999,9.63E-5,-5.83E-5,-7.75E-5,0.0001618,6.45E-6,1.28E-5,8.47E-5,0.00013128,-0.0002402,-0.00043716,0.18013,0.40088,0.23772,0.31596,0.25594,0.26994,0.31877,0.35037,0.29362,0.25102,0.21618,0.19417,0.3049,0.1715,0.03058,0.034112,0.039975,0.046482,0.043948,0.041567,0.032745,0.030767,0.026028,0.042173,0.028037,0.024635,0.03629,0.02845,0.011069,0.01794,0.017476,0.019546,0.019825,0.020444,0.016316,0.013375,0.012825,0.018649,0.01411,0.012489,0.016092,0.012994,1
